pair_id,MQ,family,n_annotations,winner,margin,raw,order_consistent,path_A,path_B
mqp_5000047,A,M-S,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M2/cosmos_nano/mq_00685deba756__cosmos_nano__s42.mp4,bench_results/bench001/M2/cosmos_super/mq_00685deba756__cosmos_super__s44.mp4
mqp_5000049,A,W-W,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M3/wan5b/mq_006d5683a799__wan5b__s42.mp4,bench_results/bench001/M3/cogvideox/mq_006d5683a799__cogvideox__s44.mp4
mqp_5000051,B,M-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/N1/videos/mq_006d5683a799__pangu__s43.mp4,bench_results/bench001/M3/ltx/mq_006d5683a799__ltx__s43.mp4
mqp_5000053,same,seed,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M3/wan5b/mq_0071b478d70e__wan5b__s42.mp4,bench_results/bench001/M3/wan5b/mq_0071b478d70e__wan5b__s44.mp4
mqp_5000064,AA,W-M,5,a,1.0,"['1', '2']",True,bench_results/bench001/N1/videos/mq_008347a3e636__pangu__s44.mp4,bench_results/bench001/M3/wan5b/mq_008347a3e636__wan5b__s44.mp4
mqp_5000070,A,seed,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M3/cogvideox/mq_00847784824a__cogvideox__s44.mp4,bench_results/bench001/M3/cogvideox/mq_00847784824a__cogvideox__s43.mp4
mqp_5000082,same,seed,5,a,1.0,"['1', '2']",True,bench_results/bench001/M1/wan14b/mq_0093b6f4a379__wan14b__s43.mp4,bench_results/bench001/M1/wan14b/mq_0093b6f4a379__wan14b__s44.mp4
mqp_5000087,same,seed,5,a,1.0,"['1', '2']",True,bench_results/bench001/N1/videos/mq_009724f3a2a3__pangu__s42.mp4,bench_results/bench001/N1/videos/mq_009724f3a2a3__pangu__s44.mp4
mqp_5000096,same,M-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M2/cosmos_nano/mq_00a0922ceb3f__cosmos_nano__s42.mp4,bench_results/bench001/M1/hunyuan/mq_00a0922ceb3f__hunyuan__s42.mp4
mqp_5000101,same,W-M,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M3/wan5b/mq_00a6b4dc07a3__wan5b__s44.mp4,bench_results/bench001/M2/cosmos_nano/mq_00a6b4dc07a3__cosmos_nano__s43.mp4
mqp_5000102,same,S-S,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M3/ltx/mq_00a6b4dc07a3__ltx__s44.mp4,bench_results/bench001/M1/hunyuan/mq_00a6b4dc07a3__hunyuan__s44.mp4
mqp_5000107,AA,M-S,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M2/cosmos_super/mq_00b40fedeb76__cosmos_super__s42.mp4,bench_results/bench001/N1/videos/mq_00b40fedeb76__pangu__s42.mp4
mqp_5000108,BB,S-S,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M3/ltx/mq_00bb19af58e9__ltx__s42.mp4,bench_results/bench001/M2/cosmos_super/mq_00bb19af58e9__cosmos_super__s42.mp4
mqp_5000113,same,M-S,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M2/wan14b/mq_00c0615f977b__wan14b__s43.mp4,bench_results/bench001/M2/cosmos_nano/mq_00c0615f977b__cosmos_nano__s42.mp4
mqp_5000115,BB,W-S,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M3/wan5b/mq_00c0615f977b__wan5b__s43.mp4,bench_results/bench001/M2/cosmos_super/mq_00c0615f977b__cosmos_super__s43.mp4
mqp_5000121,same,seed,5,tie,0.0,"['1', '1']",False,bench_results/bench001/N1/videos/mq_00cc65d90675__pangu__s43.mp4,bench_results/bench001/N1/videos/mq_00cc65d90675__pangu__s42.mp4
mqp_5000124,same,M-S,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M2/cosmos_nano/mq_00e8cb5f06eb__cosmos_nano__s43.mp4,bench_results/bench001/M2/cosmos_super/mq_00e8cb5f06eb__cosmos_super__s43.mp4
mqp_5000125,same,seed,5,a,1.0,"['1', '2']",True,bench_results/bench001/M2/cosmos_nano/mq_00e8cb5f06eb__cosmos_nano__s43.mp4,bench_results/bench001/M2/cosmos_nano/mq_00e8cb5f06eb__cosmos_nano__s44.mp4
mqp_5000140,A,W-S,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M3/ltx/mq_011bd9df4b5f__ltx__s42.mp4,bench_results/bench001/M3/wan5b/mq_011bd9df4b5f__wan5b__s44.mp4
mqp_5000155,A,W-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M3/ltx/mq_013083229026__ltx__s42.mp4,bench_results/bench001/M3/cogvideox/mq_013083229026__cogvideox__s42.mp4
mqp_5000159,same,M-S,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M2/cosmos_nano/mq_013d5ec0cf81__cosmos_nano__s43.mp4,bench_results/bench001/M3/ltx/mq_013d5ec0cf81__ltx__s44.mp4
mqp_5000169,A,M-S,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M1/hunyuan/mq_015ff2cc651a__hunyuan__s42.mp4,bench_results/bench001/N1/videos/mq_015ff2cc651a__pangu__s44.mp4
mqp_5000173,A,S-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M3/ltx/mq_016856af11d8__ltx__s42.mp4,bench_results/bench001/M4/mq_016856af11d8__wan14b__s42.mp4
mqp_5000212,same,W-W,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M3/wan5b/mq_01e6b927f2e7__wan5b__s44.mp4,bench_results/bench001/M3/cogvideox/mq_01e6b927f2e7__cogvideox__s43.mp4
mqp_5000223,same,W-M,5,a,1.0,"['1', '2']",True,bench_results/bench001/M3/wan5b/mq_01ea1f9eaef0__wan5b__s42.mp4,bench_results/bench001/N1/videos/mq_01ea1f9eaef0__pangu__s43.mp4
mqp_5000230,same,M-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M2/cosmos_nano/mq_01ed8800c53e__cosmos_nano__s44.mp4,bench_results/bench001/M3/ltx/mq_01ed8800c53e__ltx__s42.mp4
mqp_5000234,same,seed,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M2/cosmos_super/mq_01ef821e2e21__cosmos_super__s43.mp4,bench_results/bench001/M2/cosmos_super/mq_01ef821e2e21__cosmos_super__s44.mp4
mqp_5000241,A,M-S,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M2/cosmos_super/mq_01f469e04e62__cosmos_super__s42.mp4,bench_results/bench001/M2/cosmos_nano/mq_01f469e04e62__cosmos_nano__s44.mp4
mqp_5000248,BB,S-S,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M2/cosmos_super/mq_021e1f30cac5__cosmos_super__s44.mp4,bench_results/bench001/M3/ltx/mq_021e1f30cac5__ltx__s43.mp4
mqp_5000265,B,M-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/N1/videos/mq_0239c3748fcb__pangu__s43.mp4,bench_results/bench001/M2/cosmos_super/mq_0239c3748fcb__cosmos_super__s42.mp4
mqp_5000269,B,W-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M3/wan5b/mq_023ad6d9ea9f__wan5b__s42.mp4,bench_results/bench001/M4/mq_023ad6d9ea9f__wan14b__s44.mp4
mqp_5000271,A,S-S,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M3/ltx/mq_023ad6d9ea9f__ltx__s42.mp4,bench_results/bench001/M2/cosmos_super/mq_023ad6d9ea9f__cosmos_super__s44.mp4
mqp_5000279,same,seed,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M2/cosmos_nano/mq_024a1fbec822__cosmos_nano__s44.mp4,bench_results/bench001/M2/cosmos_nano/mq_024a1fbec822__cosmos_nano__s42.mp4
mqp_5000283,same,seed,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M4/mq_024a6ce8e1be__wan14b__s44.mp4,bench_results/bench001/M4/mq_024a6ce8e1be__wan14b__s42.mp4
mqp_5000290,BB,W-S,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M3/cogvideox/mq_0263f528d6fa__cogvideox__s43.mp4,bench_results/bench001/M1/hunyuan/mq_0263f528d6fa__hunyuan__s42.mp4
mqp_5000295,same,S-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M1/hunyuan/mq_026b7d7e96fc__hunyuan__s44.mp4,bench_results/bench001/M2/cosmos_super/mq_026b7d7e96fc__cosmos_super__s43.mp4
mqp_5000310,A,seed,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M2/cosmos_super/mq_028d78b3316e__cosmos_super__s42.mp4,bench_results/bench001/M2/cosmos_super/mq_028d78b3316e__cosmos_super__s43.mp4
mqp_5000328,same,S-S,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M1/hunyuan/mq_02a603dfdfa8__hunyuan__s42.mp4,bench_results/bench001/M4/mq_02a603dfdfa8__wan14b__s44.mp4
mqp_5000330,same,seed,5,a,1.0,"['1', '2']",True,bench_results/bench001/M2/cosmos_nano/mq_02a603dfdfa8__cosmos_nano__s43.mp4,bench_results/bench001/M2/cosmos_nano/mq_02a603dfdfa8__cosmos_nano__s44.mp4
mqp_5000335,AA,W-M,5,a,1.0,"['1', '2']",True,bench_results/bench001/N1/videos/mq_02a63c41077f__pangu__s44.mp4,bench_results/bench001/M3/cogvideox/mq_02a63c41077f__cogvideox__s42.mp4
mqp_5000340,B,M-S,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M2/cosmos_nano/mq_02d0024da6da__cosmos_nano__s42.mp4,bench_results/bench001/M3/ltx/mq_02d0024da6da__ltx__s44.mp4
mqp_5000342,same,M-S,5,tie,0.0,"['1', '1']",False,bench_results/bench001/N1/videos/mq_02d0024da6da__pangu__s42.mp4,bench_results/bench001/M4/mq_02d0024da6da__wan14b__s44.mp4
mqp_5000355,A,seed,5,a,1.0,"['1', '2']",True,bench_results/bench001/M3/wan5b/mq_02df968239e4__wan5b__s43.mp4,bench_results/bench001/M3/wan5b/mq_02df968239e4__wan5b__s42.mp4
mqp_5000357,B,S-S,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M4/mq_02eece3ffb7a__wan14b__s43.mp4,bench_results/bench001/M3/ltx/mq_02eece3ffb7a__ltx__s43.mp4
mqp_5000359,BB,M-M,5,b,-1.0,"['2', '1']",True,bench_results/bench001/N1/videos/mq_02eece3ffb7a__pangu__s43.mp4,bench_results/bench001/M2/cosmos_nano/mq_02eece3ffb7a__cosmos_nano__s43.mp4
mqp_5000371,AA,W-S,4,b,-1.0,"['2', '1']",True,bench_results/bench001/M3/ltx/mq_0319c40f9341__ltx__s44.mp4,bench_results/bench001/M3/cogvideox/mq_0319c40f9341__cogvideox__s44.mp4
mqp_5000374,same,S-S,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M2/cosmos_super/mq_031f95c609b8__cosmos_super__s44.mp4,bench_results/bench001/M4/mq_031f95c609b8__wan14b__s42.mp4
mqp_5000377,B,M-S,5,tie,0.0,"['1', '1']",False,bench_results/bench001/N1/videos/mq_0324ccafa5d0__pangu__s44.mp4,bench_results/bench001/M1/hunyuan/mq_0324ccafa5d0__hunyuan__s44.mp4
mqp_5000379,same,S-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M3/ltx/mq_0324ccafa5d0__ltx__s42.mp4,bench_results/bench001/M1/hunyuan/mq_0324ccafa5d0__hunyuan__s43.mp4
mqp_5000380,same,seed,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M3/ltx/mq_03260b1e6bee__ltx__s43.mp4,bench_results/bench001/M3/ltx/mq_03260b1e6bee__ltx__s42.mp4
mqp_5000388,A,W-S,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M2/cosmos_super/mq_033871f5aed0__cosmos_super__s42.mp4,bench_results/bench001/M3/cogvideox/mq_033871f5aed0__cogvideox__s44.mp4
mqp_5000391,same,seed,5,a,1.0,"['1', '2']",True,bench_results/bench001/M2/cosmos_super/mq_033871f5aed0__cosmos_super__s44.mp4,bench_results/bench001/M2/cosmos_super/mq_033871f5aed0__cosmos_super__s43.mp4
mqp_5000413,BB,S-S,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M2/cosmos_super/mq_034dcf3b2b9d__cosmos_super__s44.mp4,bench_results/bench001/M3/ltx/mq_034dcf3b2b9d__ltx__s43.mp4
mqp_5000433,same,M-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M4/mq_037dc3099d34__wan14b__s44.mp4,bench_results/bench001/M2/cosmos_nano/mq_037dc3099d34__cosmos_nano__s44.mp4
mqp_5000442,same,seed,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M3/cogvideox/mq_03827898034c__cogvideox__s43.mp4,bench_results/bench001/M3/cogvideox/mq_03827898034c__cogvideox__s42.mp4
mqp_5000447,same,M-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M1/hunyuan/mq_03a48b8ea74a__hunyuan__s44.mp4,bench_results/bench001/M2/cosmos_nano/mq_03a48b8ea74a__cosmos_nano__s44.mp4
mqp_5000465,same,W-S,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M3/cogvideox/mq_03c35c24da45__cogvideox__s44.mp4,bench_results/bench001/M3/ltx/mq_03c35c24da45__ltx__s42.mp4
mqp_5000468,A,S-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M4/mq_03c4878a1361__wan14b__s42.mp4,bench_results/bench001/M2/cosmos_super/mq_03c4878a1361__cosmos_super__s43.mp4
mqp_5000474,same,M-M,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M2/cosmos_nano/mq_03ca3a9bb4d2__cosmos_nano__s43.mp4,bench_results/bench001/N1/videos/mq_03ca3a9bb4d2__pangu__s42.mp4
mqp_5000478,same,M-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/N1/videos/mq_03cab3453d0d__pangu__s43.mp4,bench_results/bench001/M2/cosmos_super/mq_03cab3453d0d__cosmos_super__s42.mp4
mqp_5000481,same,S-S,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M1/hunyuan/mq_03d088ef82f6__hunyuan__s44.mp4,bench_results/bench001/M2/cosmos_super/mq_03d088ef82f6__cosmos_super__s44.mp4
mqp_5000492,A,M-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M3/ltx/mq_03ece7fe4edd__ltx__s43.mp4,bench_results/bench001/M2/cosmos_nano/mq_03ece7fe4edd__cosmos_nano__s42.mp4
mqp_5000498,B,W-M,5,tie,0.0,"['2', '2']",False,bench_results/bench001/M3/wan5b/mq_03fbfcd1c59f__wan5b__s42.mp4,bench_results/bench001/M2/cosmos_nano/mq_03fbfcd1c59f__cosmos_nano__s44.mp4
mqp_5000518,same,seed,5,a,1.0,"['1', '2']",True,bench_results/bench001/M4/mq_040fa0581f50__wan14b__s42.mp4,bench_results/bench001/M4/mq_040fa0581f50__wan14b__s44.mp4
mqp_5000539,AA,W-M,5,a,1.0,"['1', '2']",True,bench_results/bench001/N2/videos/mq_0437fd80a53e__pangu__s44.mp4,bench_results/bench001/M3/wan5b/mq_0437fd80a53e__wan5b__s43.mp4
mqp_5000541,same,W-M,5,a,1.0,"['1', '2']",True,bench_results/bench001/M2/cosmos_nano/mq_043965f72bc3__cosmos_nano__s42.mp4,bench_results/bench001/M3/wan5b/mq_043965f72bc3__wan5b__s42.mp4
mqp_5000542,AA,W-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M3/ltx/mq_043965f72bc3__ltx__s43.mp4,bench_results/bench001/M3/wan5b/mq_043965f72bc3__wan5b__s44.mp4
mqp_5000559,same,S-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M2/cosmos_super/mq_046313277481__cosmos_super__s43.mp4,bench_results/bench001/M4/mq_046313277481__wan14b__s42.mp4
mqp_5000562,same,seed,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M4/mq_04667cc5e55c__wan14b__s43.mp4,bench_results/bench001/M4/mq_04667cc5e55c__wan14b__s42.mp4
mqp_5000583,B,M-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M2/cosmos_nano/mq_0480761413a2__cosmos_nano__s43.mp4,bench_results/bench001/M4/mq_0480761413a2__wan14b__s44.mp4
mqp_5000587,same,W-S,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M4/mq_048dc630a02c__wan14b__s43.mp4,bench_results/bench001/M3/wan5b/mq_048dc630a02c__wan5b__s42.mp4
mqp_5000589,AA,W-W,5,a,1.0,"['1', '2']",True,bench_results/bench001/M3/wan5b/mq_04a4212b3398__wan5b__s43.mp4,bench_results/bench001/M3/cogvideox/mq_04a4212b3398__cogvideox__s42.mp4
mqp_5000592,B,seed,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M2/cosmos_nano/mq_04a6d1c13664__cosmos_nano__s43.mp4,bench_results/bench001/M2/cosmos_nano/mq_04a6d1c13664__cosmos_nano__s42.mp4
mqp_5000594,same,M-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/N2/videos/mq_04a6d1c13664__pangu__s43.mp4,bench_results/bench001/M1/hunyuan/mq_04a6d1c13664__hunyuan__s42.mp4
mqp_5000599,same,W-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M3/wan5b/mq_04a9321821c4__wan5b__s43.mp4,bench_results/bench001/M3/ltx/mq_04a9321821c4__ltx__s42.mp4
mqp_5000601,B,W-S,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M3/cogvideox/mq_04a9cd611d51__cogvideox__s43.mp4,bench_results/bench001/M4/mq_04a9cd611d51__wan14b__s42.mp4
mqp_5000602,same,W-M,5,a,1.0,"['1', '2']",True,bench_results/bench001/M3/cogvideox/mq_04a9cd611d51__cogvideox__s44.mp4,bench_results/bench001/N2/videos/mq_04a9cd611d51__pangu__s42.mp4
mqp_5000606,same,seed,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M2/cosmos_super/mq_04b14a214e8f__cosmos_super__s43.mp4,bench_results/bench001/M2/cosmos_super/mq_04b14a214e8f__cosmos_super__s42.mp4
mqp_5000625,B,S-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M3/ltx/mq_04cde33c80f5__ltx__s43.mp4,bench_results/bench001/M4/mq_04cde33c80f5__wan14b__s42.mp4
mqp_5000628,same,M-S,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M2/cosmos_nano/mq_04d03f63a06b__cosmos_nano__s42.mp4,bench_results/bench001/M2/cosmos_super/mq_04d03f63a06b__cosmos_super__s44.mp4
mqp_5000635,same,M-S,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M3/ltx/mq_04d691e639c4__ltx__s44.mp4,bench_results/bench001/N2/videos/mq_04d691e639c4__pangu__s43.mp4
mqp_5000637,B,seed,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M2/cosmos_nano/mq_04da8f103d9a__cosmos_nano__s44.mp4,bench_results/bench001/M2/cosmos_nano/mq_04da8f103d9a__cosmos_nano__s42.mp4
mqp_5000653,same,seed,5,a,1.0,"['1', '2']",True,bench_results/bench001/M3/cogvideox/mq_04f2a074c85a__cogvideox__s43.mp4,bench_results/bench001/M3/cogvideox/mq_04f2a074c85a__cogvideox__s42.mp4
mqp_5000659,A,seed,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M3/wan5b/mq_04f2ecedd35d__wan5b__s43.mp4,bench_results/bench001/M3/wan5b/mq_04f2ecedd35d__wan5b__s44.mp4
mqp_5000663,BB,W-W,5,tie,0.0,"['2', '2']",False,bench_results/bench001/M3/cogvideox/mq_04fe719dfa25__cogvideox__s42.mp4,bench_results/bench001/M3/wan5b/mq_04fe719dfa25__wan5b__s42.mp4
mqp_5000669,A,M-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M4/mq_050ca6e97626__wan14b__s43.mp4,bench_results/bench001/M2/cosmos_nano/mq_050ca6e97626__cosmos_nano__s43.mp4
mqp_5000674,same,seed,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M1/hunyuan/mq_054808db16cd__hunyuan__s44.mp4,bench_results/bench001/M1/hunyuan/mq_054808db16cd__hunyuan__s43.mp4
mqp_5000681,B,seed,5,tie,0.0,"['2', '2']",False,bench_results/bench001/N2/videos/mq_0550971ee315__pangu__s42.mp4,bench_results/bench001/N2/videos/mq_0550971ee315__pangu__s43.mp4
mqp_5000686,BB,W-M,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M3/cogvideox/mq_0557a31d4ddd__cogvideox__s42.mp4,bench_results/bench001/N2/videos/mq_0557a31d4ddd__pangu__s43.mp4
mqp_5000688,AA,W-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M2/cosmos_super/mq_055eac3d24f3__cosmos_super__s43.mp4,bench_results/bench001/M3/cogvideox/mq_055eac3d24f3__cogvideox__s42.mp4
mqp_5000703,AA,seed,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M4/mq_05713c24d2dc__wan14b__s44.mp4,bench_results/bench001/M4/mq_05713c24d2dc__wan14b__s43.mp4
mqp_5000712,B,W-S,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M3/wan5b/mq_05a7085bc190__wan5b__s42.mp4,bench_results/bench001/M3/ltx/mq_05a7085bc190__ltx__s43.mp4
mqp_5000714,same,seed,5,a,1.0,"['1', '2']",True,bench_results/bench001/M3/ltx/mq_05a7085bc190__ltx__s42.mp4,bench_results/bench001/M3/ltx/mq_05a7085bc190__ltx__s44.mp4
mqp_5000717,BB,W-S,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M4/mq_05a7a7bdc4fe__wan14b__s42.mp4,bench_results/bench001/M3/wan5b/mq_05a7a7bdc4fe__wan5b__s42.mp4
mqp_5000727,same,seed,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M3/wan5b/mq_05e0af8ed5f4__wan5b__s44.mp4,bench_results/bench001/M3/wan5b/mq_05e0af8ed5f4__wan5b__s43.mp4
mqp_5000741,same,M-M,5,a,1.0,"['1', '2']",True,bench_results/bench001/N2/videos/mq_05f2bc8309e3__pangu__s44.mp4,bench_results/bench001/M2/cosmos_nano/mq_05f2bc8309e3__cosmos_nano__s43.mp4
mqp_5000747,same,S-S,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M3/ltx/mq_05f513593f97__ltx__s43.mp4,bench_results/bench001/M2/cosmos_super/mq_05f513593f97__cosmos_super__s42.mp4
mqp_5000754,A,W-S,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M3/wan5b/mq_0600674bb86a__wan5b__s43.mp4,bench_results/bench001/M3/ltx/mq_0600674bb86a__ltx__s42.mp4
mqp_5000758,A,M-S,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M4/mq_06031d424b70__wan14b__s42.mp4,bench_results/bench001/N2/videos/mq_06031d424b70__pangu__s43.mp4
mqp_5000760,AA,W-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M3/wan5b/mq_0606b5e01451__wan5b__s44.mp4,bench_results/bench001/M2/cosmos_super/mq_0606b5e01451__cosmos_super__s42.mp4
mqp_5000773,same,seed,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M3/ltx/mq_061226ac00de__ltx__s42.mp4,bench_results/bench001/M3/ltx/mq_061226ac00de__ltx__s44.mp4
mqp_5000777,same,M-S,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M3/ltx/mq_061dd9c91718__ltx__s44.mp4,bench_results/bench001/N2/videos/mq_061dd9c91718__pangu__s44.mp4
mqp_5000794,same,seed,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M2/cosmos_nano/mq_063bb507eabf__cosmos_nano__s44.mp4,bench_results/bench001/M2/cosmos_nano/mq_063bb507eabf__cosmos_nano__s42.mp4
mqp_5000806,B,M-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M2/cosmos_nano/mq_066db6410b11__cosmos_nano__s43.mp4,bench_results/bench001/M1/hunyuan/mq_066db6410b11__hunyuan__s43.mp4
mqp_5000808,same,S-S,5,tie,0.0,"['2', '2']",False,bench_results/bench001/M2/cosmos_super/mq_067a5e947be9__cosmos_super__s42.mp4,bench_results/bench001/M4/mq_067a5e947be9__wan14b__s44.mp4
mqp_5000836,same,seed,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M3/ltx/mq_06f565026a10__ltx__s42.mp4,bench_results/bench001/M3/ltx/mq_06f565026a10__ltx__s44.mp4
mqp_5000842,same,seed,5,tie,0.0,"['1', '1']",False,bench_results/bench001/N2/videos/mq_0706ddd56351__pangu__s44.mp4,bench_results/bench001/N2/videos/mq_0706ddd56351__pangu__s43.mp4
mqp_5000845,same,seed,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M3/cogvideox/mq_0707ed650c1c__cogvideox__s43.mp4,bench_results/bench001/M3/cogvideox/mq_0707ed650c1c__cogvideox__s44.mp4
mqp_5000846,A,seed,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M2/cosmos_super/mq_0707ed650c1c__cosmos_super__s42.mp4,bench_results/bench001/M2/cosmos_super/mq_0707ed650c1c__cosmos_super__s43.mp4
mqp_5000854,BB,W-W,5,tie,0.0,"['2', '2']",False,bench_results/bench001/M3/cogvideox/mq_071679d6001b__cogvideox__s42.mp4,bench_results/bench001/M3/wan5b/mq_071679d6001b__wan5b__s42.mp4
mqp_5000872,A,W-S,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M4/mq_07368f084c23__wan14b__s42.mp4,bench_results/bench001/M3/wan5b/mq_07368f084c23__wan5b__s43.mp4
mqp_5000880,B,M-S,5,a,1.0,"['1', '2']",True,bench_results/bench001/M2/cosmos_nano/mq_0749129c3627__cosmos_nano__s42.mp4,bench_results/bench001/M2/cosmos_super/mq_0749129c3627__cosmos_super__s43.mp4
mqp_5000886,AA,seed,5,a,1.0,"['1', '2']",True,bench_results/bench001/M2/cosmos_nano/mq_074941f87543__cosmos_nano__s42.mp4,bench_results/bench001/M2/cosmos_nano/mq_074941f87543__cosmos_nano__s43.mp4
mqp_5000895,same,seed,5,tie,0.0,"['1', '1']",False,bench_results/bench001/N2/videos/mq_0765202543bc__pangu__s44.mp4,bench_results/bench001/N2/videos/mq_0765202543bc__pangu__s43.mp4
mqp_5000899,BB,seed,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M2/cosmos_super/mq_07736eeded9a__cosmos_super__s42.mp4,bench_results/bench001/M2/cosmos_super/mq_07736eeded9a__cosmos_super__s43.mp4
mqp_5000902,same,seed,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M3/cogvideox/mq_0782b20d7b59__cogvideox__s44.mp4,bench_results/bench001/M3/cogvideox/mq_0782b20d7b59__cogvideox__s42.mp4
mqp_5000909,same,seed,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M2/cosmos_nano/mq_0794c90b9e9b__cosmos_nano__s42.mp4,bench_results/bench001/M2/cosmos_nano/mq_0794c90b9e9b__cosmos_nano__s43.mp4
mqp_5000940,same,seed,5,a,1.0,"['1', '2']",True,bench_results/bench001/M3/ltx/mq_07e9fef712ce__ltx__s42.mp4,bench_results/bench001/M3/ltx/mq_07e9fef712ce__ltx__s43.mp4
mqp_5000947,A,M-S,5,b,-1.0,"['2', '1']",True,bench_results/bench001/M2/cosmos_super/mq_07ed9773e38c__cosmos_super__s42.mp4,bench_results/bench001/M2/cosmos_nano/mq_07ed9773e38c__cosmos_nano__s42.mp4
mqp_5000949,BB,W-M,5,a,1.0,"['1', '2']",True,bench_results/bench001/M3/cogvideox/mq_07f2d3bf6028__cogvideox__s43.mp4,bench_results/bench001/N2/videos/mq_07f2d3bf6028__pangu__s44.mp4
mqp_5000975,same,seed,5,tie,0.0,"['1', '1']",False,bench_results/bench001/M3/cogvideox/mq_084749a5bdbb__cogvideox__s44.mp4,bench_results/bench001/M3/cogvideox/mq_084749a5bdbb__cogvideox__s42.mp4
